,code,i94port_raw,i94port_state,i94port_bps,i94port_city,place,city,city_ascii,state_id,state_name,county_fips,county_name,latitude,longitude,population,population_proper,density,source,incorporated,timezone,zips,id,city_ascii_upper,country,country_code,,,
369,FAJ,"FAJARDO, PR",PR,unknown,FAJARDO,unknown,Fajardo,Fajardo,PR,Puerto Rico,72053,Fajardo,18.333,-65.6591,,,2264.8,polygon,FALSE,America/Puerto_Rico,00740 00738,1630023719,FAJARDO,United States,US,,,
137,LEX,"BLUE GRASS - LEXINGTON, KY",KY,unknown,BLUE GRASS - LEXINGTON,unknown,Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,315939,321959,438,polygon,TRUE,America/New_York,40506 40503 40508 40509 40504 40505 40507 40502 40511 40517 40516 40513 40510 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,1840015211,,United States,US,,,
242,LWT,"LEWISTOWN, MT",MT,unknown,LEWISTOWN,unknown,Lewistown,Lewistown,MT,Montana,30027,Fergus,47.0514,-109.4524,6108.0,5918,399,polygon,TRUE,America/Denver,59457,1840019823,,United States,US,,,
481,CUR,"CURLEW, WA (BPS)",WA,(BPS),CURLEW,unknown,Curlew,Curlew,WA,Washington,53019,Ferry,48.8777,-118.6045,,,66.4,polygon,FALSE,America/Los_Angeles,99118,1840025242,CURLEW,United States,US,,,
482,DVL,"DANVILLE, WA",WA,unknown,DANVILLE,unknown,Danville,Danville,WA,Washington,53019,Ferry,48.9938,-118.5068,,,13.7,polygon,FALSE,America/Los_Angeles,99121,1840037761,DANVILLE,United States,US,,,
488,LAU,"LAURIER, WA",WA,unknown,LAURIER,unknown,Laurier,Laurier,WA,Washington,53019,Ferry,48.9974,-118.2248,,,5.1,polygon,FALSE,America/Los_Angeles,99146,1840026092,LAURIER,United States,US,,,
169,KAL,"KALISPELL, MT",MT,unknown,KALISPELL,unknown,Kalispell,Kalispell,MT,Montana,30029,Flathead,48.2155,-114.3262,37024.0,23212,755,polygon,TRUE,America/Denver,59901 59904,1840018350,,United States,US,,,
250,TRL,"TRAILCREEK, MT",MT,unknown,TRAILCREEK,unknown,Trailcreek,Trailcreek,MT,Montana,30029,Flathead,48.918677,-114.407017,,,,,,America/Denver,59928,,,United States,US,,,
159,COB,"COBURN GORE, ME",ME,unknown,COBURN GORE,unknown,Coburn Gore,Coburn Gore,ME,Maine,23007,Franklin,45.378652,-70.80792,61,61,,polygon,FALSE,America/New_York,,,,United States,US,,,
174,RGM,"RANGELEY, ME (BPS)",ME,(BPS),RANGELEY,unknown,Rangeley,Rangeley,ME,Maine,23007,Franklin,44.975475,-70.628978,1168,1168,28.2,polygon,FALSE,America/New_York,04970,,,United States,US,,,
317,CHT,"CHATEAUGAY, NY",NY,unknown,CHATEAUGAY,unknown,Chateaugay,Chateaugay,NY,New York,36033,Franklin,44.9266,-74.0803,810,810,288.0,polygon,TRUE,America/New_York,12920,1840004072,CHATEAUGAY,United States,US,,,
336,TRO,"TROUT RIVER, NY",NY,unknown,TROUT RIVER,Trout River,Constable,Constable,NY,New York,36033,Franklin,44.929167,-74.297222,1566,1587,48.38,polygon,TRUE,America/New_York,12926,1840004067,,United States,US,,,
319,FTC,"FORT COVINGTON, NY",NY,unknown,FORT COVINGTON,unknown,Fort Covington,Fort Covington,NY,New York,36033,Franklin,44.989167,-74.494722,1676,1623,44.18,,,,12937,,FORT COVINGTON,United States,US,,,
345,CLM,"COLUMBUS, OH",OH,unknown,COLUMBUS,unknown,Columbus,Columbus,OH,Ohio,39049,Franklin,39.986,-82.9852,1528314,879170,1552.0,polygon,TRUE,America/New_York,43026 43109 43054 43220 43221 43222 43223 43224 43228 43227 43213 43212 43215 43214 43217 43219 43002 43004 43068 43081 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43211 43210 43202 43203 43201 43206 43207 43204 43205 43209 43218 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291,1840003760,COLUMBUS,United States,US,,,
474,WBE,"WEST BERKSHIRE, VT",VT,unknown,WEST BERKSHIRE,West Berkshire,Berkshire,Berkshire,VT,Vermont,50011,Franklin,45.016333,-72.825623,1692,1692,40,,,,,,,United States,US,,,
464,ERC,"EAST RICHFORD, VT",VT,unknown,EAST RICHFORD,East Richford,East Richford,East Richford,VT,Vermont,50011,Franklin,45.01183,-72.588193,,,,,,,,,,United States,US,,,
466,MOR,"MORSES LINE, VT",VT,unknown,MORSES LINE,Morses Line,Franklin,Franklin,VT,Vermont,50011,Franklin,45.014453,-72.978058,1405,1405,37,,,,,,,United States,US,,,
465,HIG,"HIGHGATE SPRINGS, VT",VT,unknown,HIGHGATE SPRINGS,Highgate Springs,Highgate Springs,Highgate Springs,VT,Vermont,50011,Franklin,45.015484,-73.084606,3535,3535,70,,,,05460,,,United States,US,,,
470,PIV,"PINNACLE ROAD, VT",VT,unknown,PINNACLE ROAD,Pinnacle Road,Richford,Richford,VT,Vermont,50011,Franklin,45.014387,-72.699859,2308,2308,54,,,,05476,,,United States,US,,,
471,RIF,"RICHFORT, VT",VT,unknown,RICHFORD,Richford Port of Entry,Richford,Richford,VT,Vermont,50011,Franklin,45.014719,-72.662091,2308,2308,54,,,,05476,,,United States,US,,,
472,STA,"ST ALBANS, VT",VT,unknown,ST ALBANS,unknown,Saint Albans,Saint Albans,VT,Vermont,50011,Franklin,44.8118,-73.0847,8892.0,6795,1295,polygon,TRUE,America/New_York,05478 05479,1840002267,,United States,US,,,
473,SWB,"SWANTON, VT (BP - SECTOR HQ)",unknown,unknown,"SWANTON, VT (BP - SECTOR HQ)",unknown,Swanton,Swanton,VT,Vermont,50011,Franklin,44.9213,-73.1201,3069.0,2397,1216,polygon,TRUE,America/New_York,5488,1840004033,,United States,US,,,
496,PWB,"PASCO, WA",WA,unknown,PASCO,unknown,Pasco,Pasco,WA,Washington,53021,Franklin,46.2503,-119.1298,73013,73013,837.0,polygon,TRUE,America/Los_Angeles,99301 99302,1840019888,PASCO,United States,US,,,
504,PSC,"TRI-CITIES - PASCO, WA",WA,unknown,TRI-CITIES - PASCO,unknown,Pasco,Pasco,WA,Washington,53021,Franklin,46.2503,-119.1298,73013,73013,837,polygon,TRUE,America/Los_Angeles,99301 99302,1840019888,,United States,US,,,
584,LND,"LANDER, WY",WY,unknown,LANDER,unknown,Lander,Lander,WY,Wyoming,56013,Fremont,42.8313,-108.7599,7287,7551,310.0,polygon,TRUE,America/Denver,82520,1840020027,LANDER,United States,US,,,
41,FRE,"FRESNO, CA",CA,unknown,FRESNO,unknown,Fresno,Fresno,CA,California,6019,Fresno,36.7834,-119.7941,698021,527438,1793.0,polygon,TRUE,America/Los_Angeles,93730 93650 93702 93703 93701 93706 93704 93705 93728 93720 93721 93722 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93737 93740 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,1840020319,FRESNO,United States,US,,,
110,ATL,"ATLANTA, GA",GA,unknown,ATLANTA,unknown,Atlanta,Atlanta,GA,Georgia,13121,Fulton,33.7626,-84.4228,5228750,486290,1407.0,polygon,TRUE,America/New_York,30334 30331 30332 30309 30308 30305 30307 30303 30354 30327 30326 30324 30319 30316 30342 30306 30318 30317 30314 30315 30312 30313 30310 30311 30363 30301 30302 30304 30321 30325 30343 30348 30353 30355 30357 30361 30368 30369 30370 30371 30375 30377 30392 30394 30398 31106 31107 31126 31136 31139 31141 31193 31195 31196,1840013660,ATLANTA,United States,US,,,
236,BZN,"GALLATIN FIELD - BOZEMAN, MT",MT,unknown,GALLATIN FIELD - BOZEMAN,unknown,Bozeman,Bozeman,MT,Montana,30031,Gallatin,45.6828,-111.0548,53949.0,46596,896,polygon,TRUE,America/Denver,59718 59715 59719,1840018509,,United States,US,,,
252,WCM,"WILLOW CREEK, MT",MT,unknown,WILLOW CREEK,unknown,Willow Creek,Willow Creek,MT,Montana,30031,Gallatin,45.8178,-111.6402,,,143.6,polygon,FALSE,America/Denver,59752 59760,1840018507,WILLOW CREEK,United States,US,,,
413,GAL,"GALVESTON, TX",TX,unknown,GALVESTON,unknown,Galveston,Galveston,TX,Texas,48167,Galveston,29.2487,-94.891,46561,50497,473.0,polygon,TRUE,America/Chicago,77550 77551 77554 77552 77553 77555,1840020970,GALVESTON,United States,US,,,
381,GEO,"GEORGETOWN, SC",SC,unknown,GEORGETOWN,unknown,Georgetown,Georgetown,SC,South Carolina,45043,Georgetown,33.3594,-79.2959,11913,8860,492.0,polygon,TRUE,America/New_York,29440 29442,1840013743,GEORGETOWN,United States,US,,,
231,CHF,"CHIEF MT, MT",MT,unknown,CHIEF MT,unknown,Babb,Babb,MT,Montana,30035,Glacier,48.997698,-113.660796,,,3.5,polygon,FALSE,America/Denver,59411,,,United States,US,,,
233,CUT,"CUT BANK, MT",MT,unknown,CUT BANK,unknown,Cut Bank,Cut Bank,MT,Montana,30035,Glacier,48.6344,-112.3304,3006,2998,1000.0,polygon,TRUE,America/Denver,59427,1840018354,CUT BANK,United States,US,,,
232,CTB,"CUT BANK MUNICIPAL, MT",MT,unknown,CUT BANK MUNICIPAL,unknown,Cut Bank,Cut Bank,MT,Montana,30035,Glacier,48.6344,-112.3304,3006.0,2998,1000,polygon,TRUE,America/Denver,59427,1840018354,,United States,US,,,
234,DLB,"DEL BONITA, MT",MT,unknown,DEL BONITA,unknown,Del Bonita,Del Bonita,MT,Montana,30035,Glacier,48.998056,-112.788056,,,,polygon,TRUE,America/Denver,,,,United States,US,,,
245,PIE,"PIEGAN, MT",MT,unknown,PIEGAN,unknown,East Glacier Park,East Glacier Park,MT,Montana,30035,Glacier,48.4414,-113.2181,,,39.5,point,FALSE,America/Denver,59434,1840032721,,United States,US,,,
237,FCA,"GLACIER NATIONAL PARK, MT",MT,unknown,GLACIER NATIONAL PARK,unknown,Glacier National Park,Glacier National Park,MT,Montana,30035,Glacier,48.998056,-112.788056,,,,polygon,TRUE,America/Denver,,,,United States,US,,,
111,BRU,"BRUNSWICK, GA",GA,unknown,BRUNSWICK,unknown,Brunswick,Brunswick,GA,Georgia,13127,Glynn,31.145,-81.474,54017,16287,368.0,polygon,TRUE,America/New_York,31520 31521,1840013875,BRUNSWICK,United States,US,,,
283,LEB,"LEBANON, NH",NH,unknown,LEBANON,unknown,Lebanon,Lebanon,NH,New Hampshire,33009,Grafton,43.6353,-72.2531,26414,13522,129.0,polygon,TRUE,America/New_York,03784 03766 03756,1840002192,LEBANON,United States,US,,,
267,GRF,"GRAND FORKS, ND",ND,unknown,GRAND FORKS,unknown,Grand Forks,Grand Forks,ND,North Dakota,38035,Grand Forks,47.9223,-97.0887,66159,57056,815.0,polygon,TRUE,America/Chicago,58202 58203 58201 58206 58208,1840000101,GRAND FORKS,United States,US,,,
457,ABG,"ALBURG, VT",VT,unknown,ALBURG,unknown,Alburg,Alburg,VT,Vermont,50013,Grand Isle,44.975,-73.3001,,,173.8,point,TRUE,America/New_York,05440,1840004034,ALBURG,United States,US,,,
456,ABS,"ALBURG SPRINGS, VT",VT,unknown,ALBURG SPRINGS,unknown,Alburg,Alburg,VT,Vermont,50013,Grand Isle,44.9750,-73.3001,,,173.8,point,TRUE,America/New_York,5440,1840004034,,United States,US,,,
205,SVC,"GRANT COUNTY - SILVER CITY, MN",MN,unknown,GRANT COUNTY - SILVER CITY,unknown,Silver City,Silver City,NM,New Mexico,35017,Grant,32.7783,-108.2699,11882.0,9647,368,polygon,TRUE,America/Denver,88061 88062,1840023009,,United States,US,,,
491,MWH,"MOSES LAKE GRANT COUNTY ARPT, WA",WA,unknown,MOSES LAKE GRANT COUNTY ARPT,unknown,Moses Lake,Moses Lake,WA,Washington,53025,Grant,47.1285,-119.2741,37774.0,23328,499,polygon,TRUE,America/Los_Angeles,98837,1840019817,,United States,US,,,
475,ABE,"ABERDEEN, WA",WA,unknown,ABERDEEN,unknown,Aberdeen,Aberdeen,WA,Washington,53027,Grays Harbor,46.9757,-123.8095,29089,16462,585.0,polygon,TRUE,America/Los_Angeles,98520,1840018446,ABERDEEN,United States,US,,,
220,SGF,"SPRINGFIELD-BRANSON, MO",MO,unknown,SPRINGFIELD-BRANSON,unknown,Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2915,287222.0,167376,784,polygon,TRUE,America/Chicago,65810 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65897 65898 65899,1840009904,,United States,US,,,
382,GSP,"GREENVILLE, SC",SC,unknown,GREENVILLE,unknown,Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8363,-82.365,467894,68219,907.0,polygon,TRUE,America/New_York,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616,1840013501,GREENVILLE,United States,US,,,
383,GRR,"GREER, SC",SC,unknown,GREER,unknown,Greer,Greer,SC,South Carolina,45045,Greenville,34.9346,-82.2333,30899,30899,562.0,polygon,TRUE,America/New_York,29651 29650,1840013502,GREER,United States,US,,,
371,JOB,"JOBOS, PR",PR,unknown,JOBOS,unknown,Jobos,Jobos,PR,Puerto Rico,72057,Guayama,17.9608,-66.1655,,,651.3,polygon,FALSE,America/Puerto_Rico,784,1630023660,JOBOS,United States,US,,,
257,GSO,"PIEDMONT TRIAD INTL AIRPORT, NC",NC,unknown,PIEDMONT TRIAD INTL AIRPORT,unknown,Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8269,335588.0,290222,871,polygon,TRUE,America/New_York,27410 27455 27408 27409 27403 27401 27406 27407 27405 27214 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499,1840013356,,United States,US,,,
102,PSJ,"PORT ST JOE, FL",FL,unknown,PORT ST JOE,unknown,Port Saint Joe,Port Saint Joe,FL,Florida,12045,Gulf,29.8275,-85.3071,3770,3574,146,polygon,TRUE,America/New_York,32456 32457,1840015048,,United States,US,,,
343,CIN,"CINCINNATI, OH",OH,unknown,CINCINNATI,unknown,Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1412,-84.5059,1648254,301301,1493.0,polygon,TRUE,America/New_York,45219 45213 45212 45211 45217 45216 45214 45233 45224 45225 45220 45237 45229 45226 45227 45232 45230 45204 45205 45206 45207 45202 45203 45208 45209 45223 45239 45238 45201 45221 45250 45254 45262 45263 45264 45267 45268 45269 45270 45271 45273 45274 45275 45296 45299,1840003814,CINCINNATI,United States,US,,,
580,BHM,"BAR HARBOR, ME",ME,unknown,BAR HARBOR,unknown,Bar Harbor,Bar Harbor,ME,Maine,23009,Hancock,44.3816,-68.2114,,,1280.1,polygon,FALSE,America/New_York,04609,1840002111,BAR HARBOR,United States,US,,,
156,BCK,"BUCKSPORT, ME",ME,unknown,BUCKSPORT,unknown,Bucksport,Bucksport,ME,Maine,23009,Hancock,44.6006,-68.7944,,,1325.6,polygon,FALSE,America/New_York,04416,1840002112,,United States,US,,,
416,HOU,"HOUSTON, TX",TX,unknown,HOUSTON,unknown,Houston,Houston,TX,Texas,48201,Harris,29.7868,-95.3905,5446468,2312717,1402.0,polygon,TRUE,America/Chicago,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77046 77045 77044 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77099 77345 77346 77546 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77091 77098 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77043 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77080 77087 77085 77084 77092 77042 77053 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,1840020925,HOUSTON,United States,US,,,
417,SGR,"HULL FIELD, SUGAR LAND ARPT, TX",TX,unknown,"HULL FIELD, SUGAR LAND ARPT",unknown,Houston,Houston,TX,Texas,48201,Harris,29.7868,-95.3905,5446468.0,2312717,1402,polygon,TRUE,America/Chicago,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77046 77045 77044 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77099 77345 77346 77546 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77091 77098 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77043 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77080 77087 77085 77084 77092 77042 77053 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,1840020925,,United States,US,,,
226,GUL,"GULFPORT, MS",MS,unknown,GULFPORT,unknown,Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4271,-89.0703,221348,71822,498.0,polygon,TRUE,America/Chicago,39501 39503 39507 39502 39505 39506,1840013947,GULFPORT,United States,US,,,
224,GPT,"BILOXI REGIONAL, MS",MS,unknown,BILOXI REGIONAL,unknown,Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4271,-89.0703,221348.0,71822,498,polygon,TRUE,America/Chicago,39501 39503 39507 39502 39505 39506,1840013947,,United States,US,,,
513,CLK,"CLARKSBURG, WV",WV,unknown,CLARKSBURG,unknown,Clarksburg,Clarksburg,WV,West Virginia,54033,Harrison,39.2863,-80.323,41453,15621,619.0,polygon,TRUE,America/New_York,26301 26330 26306,1840005767,CLARKSBURG,United States,US,,,
72,HAR,"HARTFORD, CT",CT,unknown,HARTFORD,unknown,Hartford,Hartford,CT,Connecticut,9003,Hartford,41.7661,-72.6834,914751,123400,2741.0,polygon,TRUE,America/New_York,06106 06105 06103 06120 06114 06112 06160 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06167 06176 06183,1840004773,HARTFORD,United States,US,,,
69,BDL,"BRADLEY INTERNATIONAL, CT",CT,unknown,BRADLEY INTERNATIONAL,unknown,Hartford,Hartford,CT,Connecticut,9003,Hartford,41.7661,-72.6834,914751,123400,2741,polygon,TRUE,America/New_York,06106 06105 06103 06120 06114 06112 06160 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06167 06176 06183,1840004773,HARTFORD,United States,US,,,
201,MIC,"CRYSTAL AIRPORT, MN",MN,unknown,CRYSTAL AIRPORT,unknown,Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,2926757.0,422331,3019,polygon,TRUE,America/Chicago,55402 55409 55408 55407 55406 55405 55404 55403 55401 55417 55455 55430 55454 55418 55419 55410 55411 55412 55413 55414 55415 55416 55440 55458 55459 55460 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,1840007830,,United States,US,,,
208,MSP,"MINN./ST PAUL, MN",MN,unknown,MINN./ST PAUL,unknown,Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,2926757.0,422331,3019,polygon,TRUE,America/Chicago,55402 55409 55408 55407 55406 55405 55404 55403 55401 55417 55455 55430 55454 55418 55419 55410 55411 55412 55413 55414 55415 55416 55440 55458 55459 55460 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,1840007830,,United States,US,,,
298,ANP,"ANTELOPE WELLS, NM",NM,unknown,ANTELOPE WELLS,unknown,Antelope Wells,Antelope Wells,NM,New Mexico,35023,Hidalgo,31.349,-108.509,2,2,,,,America/Denver,,,,United States,US,,,
304,LOB,"LORDSBURG, NM (BPS)",NM,(BPS),LORDSBURG,unknown,Lordsburg,Lordsburg,NM,New Mexico,35023,Hidalgo,32.3438,-108.7021,2464,2464,112.0,polygon,TRUE,America/Denver,88045,1840020740,LORDSBURG,United States,US,,,
405,DNA,"DONNA, TX",TX,unknown,DONNA,unknown,Donna,Donna,TX,Texas,48215,Hidalgo,26.1468,-98.056,16638,16638,774.0,polygon,TRUE,America/Chicago,78537,1840019734,DONNA,United States,US,,,
394,ANZ,"ANZALDUAS, TX",TX,unknown,ANZALDUAS,Anzalduas,Granjeno,Granjeno,TX,Texas,48215,Hidalgo,26.1374,-98.3032,301,301,335,polygon,TRUE,America/Chicago,78572,1840021022,,United States,US,,,
415,HID,"HIDALGO, TX",TX,unknown,HIDALGO,unknown,Hidalgo,Hidalgo,TX,Texas,48215,Hidalgo,26.108,-98.2481,13931,13931,727.0,polygon,TRUE,America/Chicago,78557,1840021023,HIDALGO,United States,US,,,
422,LSE,"LOS EBANOS, TX",TX,unknown,LOS EBANOS,unknown,Los Ebanos,Los Ebanos,TX,Texas,48215,Hidalgo,26.2423,-98.558,,,362.8,polygon,FALSE,America/Chicago,78565,1840018320,LOS EBANOS,United States,US,,,
426,MCA,"MCALLEN, TX",TX,unknown,MCALLEN,unknown,McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2325,-98.2467,800904,142696,944.0,polygon,TRUE,America/Chicago,78573 78504 78503 78501 78502 78505,1840021024,MCALLEN,United States,US,,,
430,PHR,"PHARR, TX",TX,unknown,PHARR,unknown,Pharr,Pharr,TX,Texas,48215,Hidalgo,26.1686,-98.1904,79487,79487,1301.0,polygon,TRUE,America/Chicago,78577,1840021030,PHARR,United States,US,,,
435,PGR,"PROGRESO, TX",TX,unknown,PROGRESO,unknown,Progreso,Progreso,TX,Texas,48215,Hidalgo,26.0962,-97.9566,5938,5938,765.0,polygon,TRUE,America/Chicago,78579 78596,1840021031,PROGRESO,United States,US,,,
240,HVR,"HAVRE, MT",MT,unknown,HAVRE,unknown,Havre,Havre,MT,Montana,30041,Hill,48.5428,-109.6805,10148,9784,1018.0,polygon,TRUE,America/Denver,59501,1840019758,HAVRE,United States,US,,,
108,TAM,"TAMPA, FL",FL,unknown,TAMPA,unknown,Tampa,Tampa,FL,Florida,12057,Hillsborough,27.9937,-82.4454,2804240,385430,1312.0,polygon,TRUE,America/New_York,33637 33629 33621 33620 33619 33616 33613 33617 33614 33610 33611 33612 33605 33604 33647 33609 33607 33606 33603 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33663 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,1840015982,TAMPA,United States,US,,,
284,MHT,"MANCHESTER, NH",NH,unknown,MANCHESTER,unknown,Manchester,Manchester,NH,New Hampshire,33011,Hillsborough,42.9848,-71.4447,160742,111196,1298.0,polygon,TRUE,America/New_York,03109 03104 03101 03103 03102 03105 03108 03111,1840002983,MANCHESTER,United States,US,,,
228,JAN,"THOMPSON FIELD - JACKSON, MS",MS,unknown,THOMPSON FIELD - JACKSON,unknown,Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3163,-90.2124,338185.0,166965,580,polygon,TRUE,America/Chicago,39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,1840014895,,United States,US,,,
115,HHW,"HONOLULU, HI",HI,unknown,HONOLULU,unknown,Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,21.3294,-157.846,833671,350395,2234.0,polygon,TRUE,Pacific/Honolulu,96859 96850 96815 96818 96822 96826 96813 96814 96817 96816 96819 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898,1840013305,HONOLULU,United States,US,,,
117,KOA,"KEAHOLE-KONA, HI",HI,unknown,KEAHOLE-KONA,unknown,Kailua,Kailua,HI,Hawaii,15003,Honolulu,21.3920,-157.7397,,,1919.3,polygon,FALSE,Pacific/Honolulu,96734,1840023244,,United States,US,,,
451,HOP,"HOPEWELL, VA",VA,unknown,HOPEWELL,unknown,Hopewell,Hopewell,VA,Virginia,51670,Hopewell (city),37.2914,-77.2985,22621,22621,848.0,polygon,TRUE,America/New_York,23860,1840003859,HOPEWELL,United States,US,,,
384,MYR,"MYRTLE BEACH, SC",SC,unknown,MYRTLE BEACH,unknown,Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7096,-78.8843,260487,32795,536.0,polygon,TRUE,America/New_York,29572 29577 29578,1840014717,MYRTLE BEACH,United States,US,,,
287,BYO,"BAYONNE, NJ",NJ,unknown,BAYONNE,unknown,Bayonne,Bayonne,NJ,New Jersey,34017,Hudson,40.6659,-74.1141,67186,67186,4456.0,polygon,TRUE,America/New_York,7002,1840003595,BAYONNE,United States,US,,,
289,HOB,"HOBOKEN, NJ",NJ,unknown,HOBOKEN,unknown,Hoboken,Hoboken,NJ,New Jersey,34017,Hudson,40.7453,-74.0279,55131,55131,17026.0,polygon,TRUE,America/New_York,7030,1840003599,HOBOKEN,United States,US,,,
290,JER,"JERSEY CITY, NJ",NJ,unknown,JERSEY CITY,unknown,Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7161,-74.0682,270753,270753,7065.0,polygon,TRUE,America/New_York,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,1840003600,JERSEY CITY,United States,US,,,
410,FTH,"FORT HANCOCK, TX",TX,unknown,FORT HANCOCK,unknown,Fort Hancock,Fort Hancock,TX,Texas,48229,Hudspeth,31.2837,-105.8446,,,516.1,polygon,FALSE,America/Denver,79839,1840018150,FORT HANCOCK,United States,US,,,
370,HUM,"HUMACAO, PR",PR,unknown,HUMACAO,unknown,Humacao,Humacao,PR,Puerto Rico,72069,Humacao,18.1519,-65.8204,,,2515.5,polygon,FALSE,America/Puerto_Rico,00791 00792,1630023728,HUMACAO,United States,US,,,
39,CAL,"CALEXICO, CA",CA,unknown,CALEXICO,unknown,Calexico,Calexico,CA,California,6025,Imperial,32.6849,-115.4944,40351,40351,1804.0,polygon,TRUE,America/Tijuana,92231 92232,1840019379,CALEXICO,United States,US,,,
42,ICP,"IMPERIAL COUNTY, CA",CA,unknown,IMPERIAL COUNTY,unknown,Calexico,Calexico,CA,California,6025,Imperial,32.6849,-115.4944,40351,40351,1804.0,polygon,TRUE,America/Tijuana,92231 92232,1840019379,CALEXICO,United States,US,,,
37,AND,"ANDRADE, CA",CA,unknown,ANDRADE,Andrade,Winterhaven,Winterhaven,CA,California,6025,Imperial,32.4333,-114.4333,,,595.2,polygon,FALSE,America/Phoenix,92283,1840019377,ANDRADE,United States,US,,,
